Tweet ID,User,Content,Posted Datetime (EST)
1985104111499657502,elonmusk,Maybe have more pool parties 😂 https://t.co/XVI40gpCm5,2025-11-02 16:57:56
1985118256525681144,elonmusk,RT @XFreeze: Grok 4 Fast still ranks #1 on LMArena's search leaderboard https://t.co/E7XscF5EGq,2025-11-02 17:54:08
1985163404949213277,elonmusk,"My pool parties per year number is ~0.3, which is probably too low",2025-11-02 20:53:32
1985202572932821246,elonmusk,"RT @theallinpod: Elon Musk: Bill Gates is “not strong in the sciences.”

“I just wanna say, Billy G is not my lover.”

“You'd think that so…",2025-11-02 23:29:11
1985203704707027179,elonmusk,"RT @vitrupo: Elon Musk says he's now racing to build the thing he once feared.

He tried to slow AI down, then realized there were only two…",2025-11-02 23:33:41
1985204548936556868,elonmusk,"This is an accurate picture of orbital rocket launches so far this year. 

90% Falcon with the massive @SpaceX Starship standing out very clearly. https://t.co/3UrABHjGdx",2025-11-02 23:37:02
1985204669094969399,elonmusk,Banger https://t.co/pIYarXN8hK,2025-11-02 23:37:31
1985206519018013020,elonmusk,"RT @nvidia: From the transistor to the internet, every leap forward has shaped America’s destiny.

Now, a new industrial revolution begins…",2025-11-02 23:44:52
1985207085521674601,elonmusk,Your 𝕏 feed should start to get really awesome sometime this month https://t.co/3YlC76jC0u,2025-11-02 23:47:07
1985208045287379260,elonmusk,RT @SpaceX: Deployment of all payloads confirmed https://t.co/bfcRyexYHu,2025-11-02 23:50:56
1985209684870189255,elonmusk,"RT @dvorahfr: I just spent several hours testing as many prompts as possible on @grok Imagine, to the point where I reached the limit. The…",2025-11-02 23:57:26
1985212042643669159,elonmusk,Grok at #1 https://t.co/plqkMoCOHt,2025-11-03 00:06:49
1985212171182313494,elonmusk,"RT @XFreeze: You can enter Private Chat mode with Grok

Your chat history won't be saved, it’s Fully Erased as soon as you exit private cha…",2025-11-03 00:07:19
1985213254776557848,elonmusk,"RT @XFreeze: Add Grok app to your home screen, to access it instantly whenever you need quick answers... https://t.co/eg972VfbmP",2025-11-03 00:11:38
1985213865119162628,elonmusk,https://t.co/qcsoJr9xyr,2025-11-03 00:14:03
1985276111241269303,elonmusk,"RT @tetsuoai: Try this Grok Imagine prompt. 💫

&gt;&gt;&gt; prompt

Subject: colossal biomechanical oni-dragon looming over defiant silver-haired gi…",2025-11-03 04:21:24
1985276785316245619,elonmusk,"RT @Real_RobN: 🚨🚨 THIS WILL BLOW YOU AWAY.

The Democrats have filed a lawsuit against the USDA for trying to find out how many illegal ali…",2025-11-03 04:24:04
1985279182004420929,elonmusk,A large solar-powered AI satellite constellation would be able to prevent global warming by making tiny adjustments in how much solar energy reached Earth,2025-11-03 04:33:36
1985281498959008139,elonmusk,Yes https://t.co/iQ7iI90xQ7,2025-11-03 04:42:48
1985282146928574766,elonmusk,"RT @thatsKAIZEN: California’s congressional districts are already 83% Democratic.

Now Gavin Newsom wants to spend $282M to gerrymander eve…",2025-11-03 04:45:23
1985282254617412086,elonmusk,RT @Scobleizer: Grok learned EVERYTHING about this farmers market in a single video. Read what it learned. It is stunning: https://t.co/CBu…,2025-11-03 04:45:48
1985283882095456616,elonmusk,https://t.co/2Q6szEE8QQ,2025-11-03 04:52:16
1985286083052257786,elonmusk,"RT @MarioNawfal: 🇺🇸 MORGAN STANLEY WARNS TESLA STOCK NEEDS ELON'S PAY PLAN

Tesla shareholders are about to vote on a massive new compensat…",2025-11-03 05:01:01
1985286164715360604,elonmusk,"RT @Grummz: I told you, not too long ago, that nobody will remember how tainted games were with woke bs, and how every gamer was forced to…",2025-11-03 05:01:21
1985286573697687966,elonmusk,Legacy media is a propaganda arm of the far left https://t.co/YglgztcveQ,2025-11-03 05:02:58
1985288752554705253,elonmusk,"RT @MarioNawfal: 🇺🇸🇪🇺 REPORT: FIVE EUROPEAN CHARITIES FUNNELED $2 BILLION INTO AMERICAN LEFT-WING GROUPS

A new Americans for Public Trust…",2025-11-03 05:11:38
1985299316467200329,elonmusk,"RT @XFreeze: Switch to Grokipedia for accurate, bias-free knowledge

Ditch WhatsApp and move to 𝕏 Chat for privacy-first messaging https://…",2025-11-03 05:53:36
1985300086914789385,elonmusk,"RT @teslaownersSV: The two most important apps for honest and truthful information 

𝕏 and Grok https://t.co/2LYhKc8Q6x",2025-11-03 05:56:40
1985300206079139884,elonmusk,"RT @YunTaTsai1: One reason I asked my family to replace their ICE cars with Tesla is that I kept being asked how to repair their cars.

Wit…",2025-11-03 05:57:08
1985300355677364287,elonmusk,This are simply facts. https://t.co/w987t0Omir,2025-11-03 05:57:44
1985300481741398265,elonmusk,Starlink is improving fast https://t.co/Y7j13HG61h,2025-11-03 05:58:14
1985302748263506206,elonmusk,"RT @MarioNawfal: SPINOZA: YOU DON'T NEED A GOD TO DO GOOD

Baruch Spinoza, the 17th-century heretic philosopher excommunicated from Judaism…",2025-11-03 06:07:14
1985302862491205858,elonmusk,"RT @Scobleizer: Hey Grok, what are your favorite Robert Scoble or Elon Musk videos?

Everyone is missing how useful Grok has gotten. It kno…",2025-11-03 06:07:42
1985302971366920391,elonmusk,Yes https://t.co/BgcsqPb8zk,2025-11-03 06:08:08
1985372810043355200,elonmusk,"RT @MarioNawfal: 12 EX-OPENAI EMPLOYEES CALL OUT SAM ALTMAN IN COURT FILING

Harvard law professor Lawrence Lessig just filed an amicus bri…",2025-11-03 10:45:39
1985392087408505122,elonmusk,RT @Tesla: FSD Supervised gives people back their freedom,2025-11-03 12:02:15
1985393411047010565,elonmusk,"RT @MarioNawfal: HOW TO USE GROK LIKE A PRO (WITHOUT SOUNDING LIKE A BOT)

Grok isn’t your typical AI - it’s the chaos whisperer. Born from…",2025-11-03 12:07:30
1985412612453241087,elonmusk,RT @boringcompany: Preparation for Music City Loop continues with controlled blasting to excavate the TBM launch shaft - the final depth wi…,2025-11-03 13:23:48
1985413219121578398,elonmusk,"RT @cb_doge: You can upload 4-hour long videos on 𝕏

Perfect for long podcasts, movies, documentaries, short films, pretty much everything.…",2025-11-03 13:26:13
1985426227721908689,elonmusk,RT @cb_doge: BREAKING: Grok just claimed the #1 spot on the Roo Code Daily and Monthly leaderboards! 🏆 https://t.co/PGL7GVN2mT,2025-11-03 14:17:54
1985427254713991341,elonmusk,"Very important to appreciate that the debate is not about whether illegals will sway future US elections due to census apportionment, but just by how much!

Left-leaving organizations like Pew Research represent the low end of estimates. 
https://t.co/4uORBFcHKt https://t.co/whvpOys7at",2025-11-03 14:21:59
1985427418933575945,elonmusk,True https://t.co/35yU369y7p,2025-11-03 14:22:38
1985428295064993967,elonmusk,"RT @JamesOKeefeIII: WATCH: Nonprofit Executive Caught Instructing Illegal Immigrant to Vote in NYC Mayoral Election.

La Jornada Executive…",2025-11-03 14:26:07
1985433270507749664,elonmusk,"Remember to vote tomorrow in New York!

Bear in mind that a vote for Curtis is really a vote for Mumdumi or whatever his name is.

VOTE CUOMO!",2025-11-03 14:45:53
1985439237823688938,elonmusk,"RT @TheRabbitHole84: People underestimate the number of illegals who entered the country under the Biden-Harris administration.

Very Liber…",2025-11-03 15:09:36
1985457412065935656,elonmusk,It’s crazy not to require proof of citizenship to vote in any country’s election https://t.co/WGOGnuNgXy,2025-11-03 16:21:49
1985458525225771335,elonmusk,RT @Paddy_film: I just filed a formal complaint with the European Ombudsman about a potential conflict of interest involving Mr. Krüger fro…,2025-11-03 16:26:15
1985458564207628356,elonmusk,"RT @Teslaconomics: If you want to be inspired, this is all you need to see",2025-11-03 16:26:24
1985459861321367982,elonmusk,11 people stabbed on a train in the UK https://t.co/PxwgaP3tSP,2025-11-03 16:31:33
1985461004566925714,elonmusk,"RT @AndrThie: Remarkable milestone in our young history. Less than 9 months after launching Model Y Premium, we now launched the all new Mo…",2025-11-03 16:36:06
1985461834259054967,elonmusk,"RT @TRobinsonNewEra: Another day.

Another gang of usual suspects arrested for gang raping British children.

All bailed. https://t.co/UAtV…",2025-11-03 16:39:24
1985523712901398967,elonmusk,Wow https://t.co/K96J9k9tgI,2025-11-03 20:45:17
1985524176648831041,elonmusk,"RT @Starlink: In response to Hurricane Melissa, the Starlink team has been working to provide vital connectivity to support relief and reco…",2025-11-03 20:47:07
1985553750627688770,elonmusk,RT @kchau: I am moving my $1M Roth account out of @CharlesSchwab today.,2025-11-03 22:44:38
1985554964094337418,elonmusk,RT @jasondebolt: Hey @CharlesSchwab - I need to speak with someone from Schwab Private Wealth Services this week. Please reach out via emai…,2025-11-03 22:49:27
1985567342844338481,elonmusk,"Megapack will carry a lot of the world’s load in energy, as it allows power plants to run continuously. https://t.co/ZT8oZGLqAp",2025-11-03 23:38:39
1985567412796997865,elonmusk,"RT @SERobinsonJr: STARLINK: Ontario will miss its 2025 rural broadband goal, pushing it to mid-2028. This is due to Ontario Premier Doug Fo…",2025-11-03 23:38:55
1985582342824407118,elonmusk,"RT @GoodwinMJ: What our 'leaders' will never talk about:

In the last week alone, in the UK, in just one week, we've gone from reading abou…",2025-11-04 00:38:15
1985684014733131887,elonmusk,"RT @ZubyMusic: Good luck, New York City. 💜",2025-11-04 07:22:15
1985684241150046273,elonmusk,"RT @xdNiBoR: Cost-plus contracting enables companies to basically scam NASA (and the US taxpayer) for an absurd amount.

The SLS Mobile Lau…",2025-11-04 07:23:09
1985686582222061625,elonmusk,Indeed https://t.co/j0vZXJOPpT,2025-11-04 07:32:28
1985686661620002912,elonmusk,🚀 https://t.co/hXiWEbPvhP,2025-11-04 07:32:47
1985687834045661486,elonmusk,"RT @DefiyantlyFree: If I need to show my ID to get Sudafed at Walgreens, you need to show your ID to vote. 

If Florida and Texas can count…",2025-11-04 07:37:26
1985690282420064515,elonmusk,"RT @C_3C_3: 99% of American citizens 18 and older have a valid form of government issued ID.

Either a non-expired driver's license, passpo…",2025-11-04 07:47:10
1985692613010502114,elonmusk,"The New York City ballot form is a scam!

- No ID is required
- Other mayoral candidates appear twice
- Cuomo’s name is last in bottom right https://t.co/676VODWFRI",2025-11-04 07:56:25
1985692814873690422,elonmusk,"RT @EricLDaugh: 🚨 UPDATE: In a suspicious development, it's been exposed that a whopping ~41,000 WISCONSIN VOTERS' registration files do NO…",2025-11-04 07:57:14
1985693470644691293,elonmusk,Thanks Ron ❤️ https://t.co/wgvEzUbCPx,2025-11-04 07:59:50
1985694346818023838,elonmusk,"Given that he’s on the ballot twice, maybe he can win twice too 🤦‍♂️ https://t.co/xDFC1imeha",2025-11-04 08:03:19
1985695208294740249,elonmusk,"RT @micsolana: remarkable that people are somehow *just* discovering that zohran quoted karl marx, happily in public, just a few years ago.…",2025-11-04 08:06:44
1985695624575037810,elonmusk,"RT @beffjezos: The budget for the US govt is $7T

Each member of the house of representatives or senate are effectively decabillionaires in…",2025-11-04 08:08:23
1985699323099713668,elonmusk,🤔 https://t.co/IVbZyqtWDq,2025-11-04 08:23:05
1985745191618101571,elonmusk,🎯 https://t.co/aTZZD4xSmr,2025-11-04 11:25:21
1985745765692481715,elonmusk,Amazing https://t.co/09vzvMDTRp,2025-11-04 11:27:38
1985746037361758504,elonmusk,RT @micsolana: california's medi-cal budget crisis would end overnight if the state stopped funding free healthcare for illegal immigrants.…,2025-11-04 11:28:43
1985746162033246426,elonmusk,"RT @profstonge: A friend posted his actual NYC ballot. Zohran appears twice, Sliwa twice, and Eric Adams is still on the ballot despite dro…",2025-11-04 11:29:13
1985786303699697721,elonmusk,RT @ID_AA_Carmack: I appreciate how Grok doesn’t sugar coat corrections. https://t.co/b511QzNASc,2025-11-04 14:08:43
1985786665970102407,elonmusk,"RT @TheSonOfWalkley: BREAKING: ROBINHOOD CEO OFFERS POTENTIAL 2% BONUS FOR MOVING $TSLA SHARES THERE 👀

They are better than legacy brokers…",2025-11-04 14:10:09
1985788944383164706,elonmusk,"RT @Tesla: Like us, Counterpoint Global, a shareholder who invests for the long term, believes it’s in our shareholders’ best interest if E…",2025-11-04 14:19:13
1985823544333435300,elonmusk,"RT @abustin: Newly unveiled California ""Cyberbear"" statue @ Tesla Engineering HQ, Palo Alto. https://t.co/5NJJhje62t",2025-11-04 16:36:42
1985850967888445645,elonmusk,♥️🚀🇺🇸 https://t.co/3SVR8U7lrO,2025-11-04 18:25:40
1985857930827378707,elonmusk,"RT @rookisaacman: Thank you, Mr. President @POTUS, for this opportunity. It will be an honor to serve my country under your leadership. I a…",2025-11-04 18:53:20
1985933424558031224,elonmusk,RT @Tesla: 😀 https://t.co/0bH2N3T0AU,2025-11-04 23:53:19
1985934999028437392,elonmusk,RT @tesla_na: Cybear at Tesla Engineering HQ in Palo Alto https://t.co/oXVCzxO2RU,2025-11-04 23:59:35
1985943290181796155,elonmusk,"RT @XFreeze: SpaceX Launches More Rockets Than the Rest of Earth Combined

In 2025 (to date):
SpaceX launched: 144 (139 Falcon 9 + 5 Starsh…",2025-11-05 00:32:32
1986102027760607448,elonmusk,"RT @xAIMemphis: Today on site we have over 2000 workers building the world’s most powerful computer. Thank you to the amazing, hard working…",2025-11-05 11:03:18
1986103240187064654,elonmusk,"Western Civilization is doomed, unless the core weakness of suicidal empathy is recognized and actions are taken that are hard, but necessary for survival https://t.co/aIVbe1fRKS",2025-11-05 11:08:07
1986104967229509992,elonmusk,"RT @ArthurMacwaters: @elonmusk Empathy is good. 

Empathy that allows for destruction is suicidal. 

We must learn to know and articulate t…",2025-11-05 11:14:58
1986105471452008610,elonmusk,🎯 https://t.co/Kn0P5nP2xY,2025-11-05 11:16:59
1986106192603791480,elonmusk,And there is a clear path to a doubling of performance on all metrics for AI6 within 10 to 12 months of AI5 shipping https://t.co/ziI6dNkrKk,2025-11-05 11:19:51
1986150705317749007,elonmusk,"Wow
 https://t.co/9HQ4HWyCB0",2025-11-05 14:16:43
1986207120891781636,elonmusk,"RT @SawyerMerritt: BREAKING: SpaceX has announced that @Starlink now has over 8 million customers, up from 7M in August and 6M in June 2025…",2025-11-05 18:00:54
1986230712836759872,elonmusk,"RT @KalenaKBrown: Living in a rural area, Starlink is an absolute game changer.

1. Don't have to worry about not having LTE connectivity -…",2025-11-05 19:34:38
1986231663798722773,elonmusk,"RT @MarioNawfal: 🚨 WHEN FEELINGS KILL COMMON SENSE

Being nice isn’t bad... until it breaks your country.

Some people care so much about e…",2025-11-05 19:38:25
1986233687269421219,elonmusk,"RT @XFreeze: I've been through my last 6 months of Grok chat history, I couldn’t find a single day where I didn’t use it..... 

It's incred…",2025-11-05 19:46:28
1986233988479172635,elonmusk,RT @cb_doge: This picture was taken on Mars yesterday. https://t.co/auyKZUlikd,2025-11-05 19:47:39
1986332034407776402,elonmusk,"RT @LimitingThe: It looks like xAI is about 6 months ahead in terms of building the most powerful AI data center. 

As the rest of the thre…",2025-11-06 02:17:15
1986332486738325735,elonmusk,Try https://t.co/op5s4ZiSwh https://t.co/krkqVdT5nS,2025-11-06 02:19:03
1986333833017630909,elonmusk,"RT @MarioNawfal: 🚨🇺🇸 XAI: TODAY, ON SITE, WE HAVE OVER 2,000 WORKERS BUILDING THE WORLD’S MOST POWERFUL COMPUTER

“Today, on site, we have…",2025-11-06 02:24:24
1986333945542431036,elonmusk,"RT @EvaFoxU: Elon Musk explains why government efficiency matters:

“I mean, North Korea, they're starving. South Korea, it's like amazing.…",2025-11-06 02:24:51
1986474620971851939,elonmusk,RT @SawyerMerritt: NEWS: British Airways has signed a deal with @SpaceX to make Starlink internet available at no cost to every passenger s…,2025-11-06 11:43:51
1986540720816288197,elonmusk,"Tesla Annual meeting starting now
 https://t.co/j1KHf3k6ch",2025-11-06 16:06:30
1986544343919043012,elonmusk,https://t.co/RB5Yqwc6nO,2025-11-06 16:20:54
1986548022097158665,elonmusk,"RT @YunTaTsai1: I cannot think of any company hold the shareholder meeting at the factory.

For most companies, they bring people to the de…",2025-11-06 16:35:31
1986549450517717327,elonmusk,RT @iam_smx: Two big tech bros casually chatting about the future. Only on X https://t.co/MTKsQMzOky,2025-11-06 16:41:11
1986549512350146664,elonmusk,"RT @elonmusk: @xdNiBoR If civilization drops below the tech level needed for interplanetary spaceflight before making life multiplanetary,…",2025-11-06 16:41:26
1986603223793475786,elonmusk,"RT @Tesla: Every day, we're working towards making sure everyone can get any good or service they want without sacrificing our resources.…",2025-11-06 20:14:52
1986605306626122077,elonmusk,"This is just the V2 Optimus hand. The V3 hand is another level beyond this. 

Exquisite engineering. https://t.co/h9JkcCcRd0",2025-11-06 20:23:09
1986628858679038003,elonmusk,RT @Tesla: We love y’all,2025-11-06 21:56:44
1986636451761824177,elonmusk,"Grok Imagine prompt:

the lion sits up, his friends the zebra and giraffe come over, the camera follows him them vlog style, the animals stand together for a group shot,  the lion is in the middle of the shot, the giraffe bends down, they pose https://t.co/wBG8T2xFGC",2025-11-06 22:26:54
1986636519231438914,elonmusk,https://t.co/QfwWwVUvLa,2025-11-06 22:27:10
1986663152554230271,elonmusk,https://t.co/KTNB0bRs7S,2025-11-07 00:13:00
1986663917163323407,elonmusk,"RT @cb_doge: ELON MUSK: ""Optimus will actually eliminate poverty. Optimus will actually give people incredible medical care. Optimus will u…",2025-11-07 00:16:02
1986668008543224085,elonmusk,"RT @joeroganhq: Gad Saad: ""So empathy is an emotion that has evolved for very clear evolutionary reasons. It can compel us forward... But t…",2025-11-07 00:32:18
1986669732402241879,elonmusk,RT @thejefflutz: Two robots dancing at the Tesla shareholders meeting 🕺🏻😄 https://t.co/6KgJoajo2L,2025-11-07 00:39:09
1986670002473467931,elonmusk,"RT @TurkeyBeaver: With today’s launch, @SpaceX has hit 170 launches on a rolling 365 day clock 🚀😍

This is made possible by a hardcore focu…",2025-11-07 00:40:13
1986671585227644931,elonmusk,"RT @cb_doge: Elon Musk on Optimus:

""The robots are just walking around the office, 24/7 with no one minding them &amp; then they go charge the…",2025-11-07 00:46:31
1986671994558140760,elonmusk,RT @SawyerMerritt: NEWS: Elon Musk says in the next month or two Tesla will allow you to text while using FSD and reduce the attention moni…,2025-11-07 00:48:08
1986672212242538859,elonmusk,"RT @XFreeze: Elon Musk: What we're about to embark upon is not merely a new chapter of the future of Tesla, but a whole new book and Optimu…",2025-11-07 00:49:00
1986673038696632335,elonmusk,Time to pull a LOT of rabbits out of the hat,2025-11-07 00:52:17
1986673418872496255,elonmusk,"RT @SawyerMerritt: Elon Musk: ""Have you watched any other shareholder meeting. They are snoozefests. Ours are bangers!"" https://t.co/Mex3NV…",2025-11-07 00:53:48
1986753752913854795,elonmusk,"As soon as you understand that the government is just the DMV at large scale, it makes perfect sense https://t.co/Ww9DYGIAmB",2025-11-07 06:13:01
1986757775779905608,elonmusk,RT @ray4tesla: Does that look like a Nazi solute? That’s what Elon was called out for and yet MSN remains silent on this one. What’s going…,2025-11-07 06:29:00
1986757815248245016,elonmusk,"RT @libsoftiktok: OMG. Mamdani doing MULTIPLE Nazi salutes

I’m sure the media will be all over this! https://t.co/w36wFiI8Te",2025-11-07 06:29:09
1986763077891850339,elonmusk,"RT @libsoftiktok: Newly re-elected Minneapolis Mayor Jacob Frey gave his victory speech in Somalian
https://t.co/y8zyPYFlWp",2025-11-07 06:50:04
1986773240665239674,elonmusk,RT @fermatslibrary: Andrew Wiles on the morning he discovered how to fix his proof of Fermat's Last Theorem https://t.co/7zoAAgEa6A,2025-11-07 07:30:27
1986806273879482857,elonmusk,RT @Pontifex: Technological innovation can be a form of participation in the divine act of creation. It carries an ethical and spiritual we…,2025-11-07 09:41:43
1986828293505794480,elonmusk,"RT @Pontifex: The media cannot and must not separate itself from the destiny of truth. Transparency of sources and ownership, accountabilit…",2025-11-07 11:09:13
1986828446107107464,elonmusk,RT @JonBbC_TechGeek: These are the coolest mugs ever! https://t.co/egahRl4b8y,2025-11-07 11:09:49
1986828495885054347,elonmusk,RT @cb_doge: This picture was taken on Mars today. https://t.co/1UON0RzoEk,2025-11-07 11:10:01
1986833451946025145,elonmusk,"RT @elonmusk: @RolandForTexas You are a taker, not a maker. All you’ve done your whole life is take from the makers of the world. 

The zer…",2025-11-07 11:29:43
1986834022069379553,elonmusk,Grok can search 𝕏 and analyze or summarize anything https://t.co/tfnuF1jZhz,2025-11-07 11:31:59
1986836508092080197,elonmusk,"The reason government programs are so inefficient is that, unlike a commercial company, the feedback loop for improvement is broken, because they have a state-mandated monopoly and can’t go out of business if customers are unhappy.

No matter how bad the service is at your DMV",2025-11-07 11:41:51
1986886238411104432,elonmusk,Grok upgrades https://t.co/iL7iiHhg6U,2025-11-07 14:59:28
1986954697207652549,elonmusk,"RT @JMilei: MASTERCLASS de @elonmusk 
VLLC!",2025-11-07 19:31:30
1987065437117686101,elonmusk,Grok upgrades https://t.co/HOI7u8BDOx,2025-11-08 02:51:32
1987081630352351674,elonmusk,"RT @Starlink: Starlink will soon be available on British Airways, Aer Lingus, Iberia, Level and Vueling aircraft.

Stream, game, work and m…",2025-11-08 03:55:53
1987082427454660802,elonmusk,"RT @cb_doge: You can now access Grok right from your lock screen.

Just add the Grok widget: long tap your home screen, choose customise, t…",2025-11-08 03:59:03
1987082820087652467,elonmusk,Dogan has good taste https://t.co/s6L63O7JDn,2025-11-08 04:00:37
1987083588052066588,elonmusk,"This is actually a major Grok upgrade, but we decided to release it quietly this time. 

Gave us time to smooth out the rough edges. https://t.co/n5Eg7LvGdO",2025-11-08 04:03:40
1987087713204641988,elonmusk,"Grok Imagine prompt:

She smiles and says “I will always love you” https://t.co/cjDu3MuDCZ",2025-11-08 04:20:03
1987088112888299597,elonmusk,I just used the above prompt on the Grok image below: https://t.co/Qb9UVRMpAG,2025-11-08 04:21:39
1987091684765929633,elonmusk,"Grok Imagine prompt:

Add a sexy vampire boyfriend with big teeth, pointy elf ears and a big mustache. https://t.co/kV1IX6JBXb",2025-11-08 04:35:50
1987092061200539873,elonmusk,RT @tunguz: LOL imagine still reading Forbes https://t.co/etyrTP37Qn,2025-11-08 04:37:20
1987092558632395121,elonmusk,"RT @icreatelife: Grok Imagine got an upgrade. How it supports TEXT to VIDEO. 

Here’s JRPG video game prompt you can try out. Handles crowd…",2025-11-08 04:39:19
1987095332707311843,elonmusk,"RT @VOLDEMORT2X: @elonmusk Created by Grok.

Grok Imagine 💫 https://t.co/1zfTAJqEOe",2025-11-08 04:50:20
1987095584923394268,elonmusk,Grok https://t.co/DO2FKBVlOp,2025-11-08 04:51:20
1987100116080337324,elonmusk,Made with Grok Imagine https://t.co/8CTTsGEah2,2025-11-08 05:09:20
1987233644449271896,elonmusk,Getting there https://t.co/RRoTN8ZTZN,2025-11-08 13:59:56
1987233730822594573,elonmusk,"RT @tetsuoai: xAI quietly dropped a massive update for Grok-4-Fast today.

Use Grok4-Heavy + Grok-4-Fast + Grok-Code-Fast-1 for code. Grok4…",2025-11-08 14:00:17
1987273367389708518,elonmusk,Grok 4 (Blazing) Fast with 2M window context https://t.co/UbuJwLl0hd,2025-11-08 16:37:47
1987273588257529914,elonmusk,Haha exactly 😂 https://t.co/s5f2LyRZE5,2025-11-08 16:38:39
1987273893380563133,elonmusk,"RT @JamesLucasIT: @elonmusk Aeneas fleeing Troy 

Made with Grok Imagine https://t.co/UpVDDwPKIa",2025-11-08 16:39:52
1987274254703030387,elonmusk,"Update your @Grok app for the latest capabilities 

https://t.co/u2y4RZSsOD https://t.co/gvjlOfqpEJ",2025-11-08 16:41:18
1987274359824916731,elonmusk,RT @veggie_eric: hold on tight https://t.co/8Worw9nfPz,2025-11-08 16:41:43
1987308784927334618,elonmusk,"RT @doganuraldesign: Show me your cool Grok Imagine shots!

Try the new text-to-image model, it's upgraded

Pure Grok image + video ↓ https…",2025-11-08 18:58:31
1987309024250110236,elonmusk,RT @kelenthir: @beffjezos Upgrade is a euphemism https://t.co/uWpejhUSmV,2025-11-08 18:59:28
1987327751054139570,elonmusk,"Long press on any image to turn it into a video! 

Then customize the prompt to create whatever you can Imagine. 

My prompt here was “add a boyfriend and they transition into muppets 😂 https://t.co/nfNjT8ZK3m https://t.co/MkH4A4s1jl",2025-11-08 20:13:53
1987328632856215681,elonmusk,"Made with Grok Imagine
 https://t.co/ik8qteEEtI",2025-11-08 20:17:23
1987329510510108848,elonmusk,"RT @ehs_arj: If there’s one book you should read these days to truly see why the West is in such rapid decline, it’s “Suicidal Empathy” by…",2025-11-08 20:20:52
1987349812266869188,elonmusk,RT @VitalikButerin: I'm loving this arc of the pope engaging with 21st century themes and offering simple but correct and meaningful advice.,2025-11-08 21:41:33
1987356742582460615,elonmusk,RT @ojiji2025: Looking for bargains at the cyberpunk market 🛍️ https://t.co/OO2hwLOGRC,2025-11-08 22:09:05
1987361709301112875,elonmusk,Codename for Grok Imagine 1.0 is …,2025-11-08 22:28:49
1987374386652008457,elonmusk,https://t.co/nNerezXh1I,2025-11-08 23:19:12
1987396292654604597,elonmusk,"RT @dvorahfr: We're kicking off the weekend with a short fashion show of wedding dresses by @grok Imagine.
Have a great weekend everyone! h…",2025-11-09 00:46:14
